Age,Height
39,72
27,64
45,66
14,66
62,63
38,67
30,62
40,68
31,67
39,65
36,66
38,73
47,73
53,70
34,69
34,68
39,66
56,70
39,68
41,55
47,63
45,63
45,69
43,66
29,71
26,65
40,60
38,73
39,63
59,72
42,70
37,66
23,73
26,60
39,64
30,72
33,60
49,66
43,66
41,72
32,62
29,66
32,64
41,73
48,62
43,69
43,68
45,64
36,62
25,70
39,64
37,73
46,66
31,60
32,67
31,58
29,67
30,69
43,69
44,67
32,64
47,71
23,69
60,64
25,64
41,65
47,63
24,64
47,67
25,68
37,65
42,65
26,71
52,64
40,70
32,61
44,65
25,69
36,73
36,68
32,65
41,60
60,68
51,63
47,63
47,67
26,55
41,58
46,69
37,71
28,60
38,61
56,71
55,62
38,69
52,71
37,65
36,69
55,67
49,70
41,59
37,54
41,70
30,68
54,74
16,60
36,66
47,64
59,69
53,67
47,66
47,67
36,63
46,64
37,70
44,67
28,66
31,70
35,63
38,63
33,65
59,68
55,69
32,66
61,62
33,68
45,71
27,70
42,67
29,66
54,67
35,66
45,66
32,64
40,69
31,63
47,67
44,64
41,65
50,68
37,60
39,72
32,65
38,66
23,64
31,65
42,69
44,67
42,72
36,65
50,63
37,63
51,69
49,70
42,64
43,69
40,66
43,67
37,71
36,70
36,72
39,65
36,67
25,64
49,64
31,64
29,61
32,66
48,67
23,67
32,66
33,64
42,74
43,71
51,61
47,72
52,66
39,68
61,69
28,63
37,68
49,66
51,65
46,65
38,68
39,62
34,65
24,70
66,69
27,61
43,65
53,62
33,64
38,73
34,68
38,64
30,64
38,66
35,64
35,65
38,68
29,66
45,64
39,66
44,64
30,63
35,69
20,69
39,65
52,67
27,71
35,64
36,67
39,68
27,68
20,66
30,65
38,64
48,64
38,65
49,68
33,71
36,68
33,64
72,63
27,72
40,66
35,64
27,70
29,62
45,64
38,65
45,65
37,67
48,67
43,71
27,63
36,59
25,61
45,57
41,65
34,68
30,70
55,74
31,65
26,65
44,66
51,65
26,67
39,64
53,64
47,67
40,71
30,68
60,69
40,63
34,69
33,67
47,63
34,62
40,65
59,64
44,62
59,64
31,60
45,69
36,68
34,62
41,68
30,69
43,64
37,66
38,66
42,69
39,60
38,67
45,68
53,71
42,61
40,66
44,69
25,59
32,68
40,64
60,73
67,74
55,62
58,69
41,68
37,66
30,69
48,77
29,65
47,72
53,64
40,63
41,67
43,73
22,70
41,67
46,63
42,65
36,68
50,61
41,64
34,67
67,65
31,67
37,69
39,63
39,69
35,60
37,76
49,69
29,64
63,71
45,63
36,65
32,69
49,73
52,66
54,65
44,66
27,63
22,71
32,69
28,67
36,60
32,67
60,66
40,64
60,68
43,68
45,72
24,65
23,72
43,62
48,71
38,68
43,66
43,71
37,64
28,58
63,68
61,69
33,69
44,74
33,63
43,64
45,67
64,69
26,60
39,72
48,67
21,68
21,65
41,72
38,61
30,65
35,66
34,65
36,64
37,71
54,65
41,64
49,63
42,65
41,66
39,71
26,64
48,62
41,67
45,66
46,61
48,64
66,62
44,66
60,76
31,63
43,70
40,70
44,64
45,67
38,65
47,65
60,62
26,64
32,61
37,69
50,69
36,65
30,62
37,69
32,67
46,70
44,75
45,66
31,61
57,66
31,68
59,68
55,73
28,65
44,68
61,73
61,70
57,69
43,66
43,68
33,72
41,65
22,67
31,64
19,65
47,68
51,62
46,69
26,70
33,65
39,66
62,70
28,65
26,68
50,63
25,68
35,65
31,67
37,63
51,68
37,70
38,67
52,73
33,73
70,67
40,65
47,62
33,66
50,65
60,70
22,64
36,66
63,68
51,72
46,64
26,72
44,73
66,63
54,68
35,70
37,76
45,69
20,68
38,65
35,64
38,71
26,67
35,66
24,65
32,66
50,59
58,68
58,68
65,73
35,70
35,68
34,66
38,64
33,64
53,65
55,61
34,63
57,67
61,72
40,69
28,65
39,64
29,65
21,65
62,71
37,72
31,73
58,67
43,70
38,64
25,70
47,67
33,67
36,65
39,64
42,66
34,60
53,63
39,69
38,69
51,66
60,69
42,70
28,64
41,72
32,57
42,66
40,74
47,66
24,64
68,73
43,73
33,70
44,66
33,67
31,74
42,66
67,63
37,68
31,59
56,67
32,65
28,66
45,70
48,61
38,69
35,70
32,66
48,71
28,64
50,62
37,73
55,74
47,66
43,60
42,66
38,64
52,67
27,67
34,70
28,76
39,71
24,66
54,63
48,67
57,64
53,70
33,74
38,66
33,65
39,64
25,66
24,69
29,62
36,70
36,70
25,72
34,69
48,66
32,71
49,65
26,67
36,61
38,63
29,61
41,61
35,65
50,64
28,71
47,66
27,67
26,64
34,68
36,54
40,65
35,70
36,72
33,70
36,65
57,63
39,70
30,64
34,67
34,69
44,70
20,65
44,62
29,68
27,64
33,69
62,68
32,67
32,62
22,60
48,67
37,68
59,67
43,70
30,63
45,64
43,65
51,67
26,75
46,66
51,66
48,69
29,67
62,67
33,64
59,77
38,68
25,72
39,67
49,71
58,63
49,67
61,55
36,69
28,73
30,60
43,68
22,69
31,62
55,57
37,62
21,67
34,65
34,67
26,62
53,68
35,63
46,69
36,62
36,65
57,63
35,71
34,64
24,67
32,63
27,69
30,60
71,69
51,68
48,58
32,67
28,72
61,63
47,60
32,64
45,61
28,61
43,65
38,68
32,62
28,68
52,67
42,67
38,59
28,64
39,58
31,65
43,63
19,70
45,67
26,63
38,67
36,68
24,69
46,66
31,62
31,78
25,62
53,66
41,66
66,68
57,62
37,62
37,56
48,62
27,69
31,67
37,64
52,59
36,71
26,60
45,63
31,68
27,70
51,68
40,64
45,60
50,64
33,66
42,66
27,67
42,72
42,65
59,70
48,70
45,69
33,56
33,66
59,63
41,61
25,63
43,69
28,69
28,63
39,63
58,67
29,64
30,62
40,64
25,66
33,68
40,67
35,70
26,65
33,67
41,65
36,71
50,68
50,60
28,64
61,68
70,68
35,69
47,65
41,74
51,68
45,66
42,63
23,65
69,60
43,64
32,64
65,71
62,67
58,68
49,69
48,62
35,70
50,72
42,62
37,62
40,68
33,70
51,64
31,69
47,64
29,61
51,74
36,64
35,72
57,67
55,69
42,66
31,72
51,69
42,68
61,75
22,65
27,64
53,63
36,67
31,73
44,59
32,74
20,67
53,68
26,63
33,68
40,69
51,63
31,67
46,63
34,70
62,64
34,72
44,69
52,67
37,62
55,67
34,67
33,64
32,64
41,66
38,68
42,65
34,69
34,55
40,67
67,69
47,63
37,69
31,71
56,63
36,68
45,67
60,71
46,68
52,72
28,73
36,63
27,64
43,62
39,70
45,66
43,68
59,68
41,68
27,60
36,69
52,75
23,65
23,65
32,64
34,66
61,66
35,66
60,64
54,63
50,63
42,69
47,56
29,67
36,69
38,69
25,66
47,68
31,63
58,64
32,65
28,72
36,60
30,71
33,67
49,59
20,70
59,63
38,62
31,69
51,74
55,67
43,62
54,67
35,69
29,75
48,70
32,63
62,69
32,66
32,62
26,69
31,65
32,70
31,65
36,67
33,58
64,69
48,62
41,64
35,73
29,67
35,69
40,67
52,77
53,63
62,67
45,64
39,70
43,67
28,73
41,67
26,74
55,66
37,66
46,63
36,63
23,64
48,64
51,68
32,69
44,68
33,64
36,73
28,66
35,63
38,67
34,59
42,73
34,68
58,67
27,64
57,69
45,65
26,64
45,71
41,65
53,66
33,68
44,67
67,66
68,70
58,61
35,69
46,61
41,64
40,62
53,70
64,73
47,64
54,70
43,61
55,72
39,69
52,70
43,69
48,64
61,67
36,68
58,60
25,72
35,70
48,68
30,69
47,62
40,67
63,65
44,65
34,63
42,68
32,66
34,66
66,70
21,65
27,66
61,63
40,57
34,67
44,68
34,64
47,68
30,66
44,71
43,71
65,71
40,64
18,64
30,65
34,63
37,64
34,66
44,70
53,63
46,64
25,62
51,68
27,66
50,66
52,69
39,64
66,70
24,67
40,64
43,71
39,60
49,67
42,70
45,66
42,69
43,62
33,69
42,67
26,63
34,60
29,64
52,62
61,72
53,68
22,67
49,74
56,72
39,64
30,67
57,61
43,68
36,66
65,69
32,66
24,63
22,64
47,61
49,70
25,68
47,70
68,62
44,72
63,67
37,67
39,60
43,68
35,60
46,71
57,68
25,60
67,65
62,66
56,67
38,70
27,72
29,73
49,63
26,66
44,66
38,62
23,62
53,66
49,68
35,63
39,63
27,66
41,67
29,63
63,70
29,59
48,69
45,69
19,64
28,74
47,69
43,65
63,73
29,68
53,68
38,71
42,66
44,59
26,69
40,67
39,63
41,62
25,64
69,69
55,65
35,71
57,56
32,66
63,66
43,66
30,73
40,63
56,65
28,63
31,66
30,67
52,68
33,67
38,65
58,63
25,67
56,72
23,66
43,72
46,73
37,64
41,65
46,70
43,63
47,65
19,70
33,64
37,64
53,77
35,72
52,64
46,64
37,72
34,63
29,68
35,67
26,66
32,64
41,70
43,69
36,66
29,68
35,70
37,69
34,68
67,69
51,62
59,68
34,70
27,68
34,68
35,65
40,61
24,69
47,68
38,69
28,64
54,68
48,71
35,73
53,65
27,65
38,65
64,65
36,70
35,68
38,66
36,61
55,64
32,71
44,65
54,71
49,65
41,62
49,64
56,65
25,68
27,68
38,65
33,63
47,70
35,63
48,64
25,67
40,68
61,63
28,65
38,57
30,69
38,59
20,63
36,72
46,65
30,67
41,73
48,74
39,60
48,66
54,63
39,64
43,61
31,66
28,66
28,65
42,67
34,69
48,73
31,65
37,65
53,58
25,66
24,68
42,65
40,64
31,64
22,66
39,69
30,71
35,67
31,59
46,56
34,62
35,68
23,64
62,67
39,68
59,71
22,67
69,74
33,66
43,69
21,67
46,62
40,61
32,68
31,68
36,57
39,66
40,65
54,57
23,67
51,61
33,64
67,60
42,66
50,72
56,67
30,66
53,68
34,67
49,68
57,64
29,66
18,62
48,61
41,62
41,66
53,66
47,64
24,73
34,66
35,68
35,64
35,68
47,66
24,64
54,65
42,63
43,68
31,68
26,65
34,66
48,64
42,65
35,60
40,63
31,63
30,70
34,70
26,63
35,64
58,62
30,67
50,65
26,64
55,62
51,62
32,63
52,64
61,65
38,63
53,64
29,63
39,63
32,63
57,69
38,71
41,66
56,62
24,64
35,67
46,65
33,62
54,68
56,71
26,66
27,67
46,65
34,63
31,69
25,62
52,66
46,64
31,68
51,76
31,62
47,67
53,64
24,62
44,64
25,66
39,57
46,64
31,60
23,62
60,63
32,64
55,71
52,67
36,64
49,64
42,65
25,65
44,69
43,63
39,63
52,68
34,68
68,72
35,72
40,66
37,67
52,58
40,67
42,68
39,62
53,68
33,65
30,72
31,63
39,64
69,67
25,66
28,69
28,66
34,62
52,63
39,66
31,75
53,63
59,70
18,66
52,58
47,66
33,62
40,66
22,66
32,63
46,69
28,69
47,67
30,63
50,64
33,61
40,66
27,62
44,63
35,64
30,64
41,62
36,69
58,57
28,70
26,71
42,68
49,65
46,58
33,66
65,58
60,70
44,64
51,63
38,65
23,63
43,65
50,66
29,62
37,64
37,66
37,66
35,66
61,65
13,62
56,67
26,69
18,60
32,66
37,66
44,65
19,68
39,71
32,65
23,66
35,66
24,71
36,65
23,66
45,69
58,70
40,63
36,65
43,62
63,68
28,67
31,67
35,66
28,68
41,72
37,68
46,68
43,66
62,68
32,60
66,59
38,68
33,68
43,68
34,63
39,64
43,66
38,64
38,66
34,67
35,70
40,62
33,59
37,65
43,65
51,62
68,73
35,72
48,58
47,70
46,59
42,67
42,71
24,62
24,69
47,63
40,67
60,76
43,71
36,67
45,63
35,68
28,65
34,73
46,62
62,71
36,71
31,73
46,64
34,65
38,66
29,63
46,62
34,71
47,69
33,70
32,75
43,60
36,72
39,61
40,63
35,63
37,66
40,69
37,68
47,68
32,63
47,64
34,66
26,70
44,66
47,65
31,66
28,70
23,66
36,65
54,60
34,63
55,62
29,67
59,71
36,74
32,69
33,61
57,69
43,69
64,70
33,73
22,61
46,60
38,67
36,66
23,71
38,71
41,70
24,59
45,65
60,67
30,65
42,67
49,65
46,68
21,64
35,65
45,64
35,68
33,64
52,70
39,68
42,66
35,67
55,69
68,70
35,60
25,65
63,66
36,65
53,70
31,69
40,69
33,62
34,62
28,70
47,67
66,62
40,67
45,67
49,66
49,75
32,65
42,63
56,65
18,62
49,66
41,68
55,62
47,60
39,66
30,66
35,67
35,61
32,65
47,66
41,65
52,69
58,68
69,69
33,61
49,68
44,68
63,69
52,67
55,70
42,69
57,59
48,68
38,66
27,59
40,69
67,62
38,65
39,63
30,66
34,65
59,71
46,62
29,62
41,67
44,68
57,67
62,59
32,66
57,59
51,62
40,61
50,61
49,77
43,70
44,64
50,67
71,69
42,66
36,61
51,67
65,70
30,69
25,76
33,68
34,63
37,69
54,73
59,61
37,64
34,65
35,66
48,65
35,64
56,63
62,69
34,71
36,60
61,81
46,68
23,60
35,66
38,63
43,66
37,68
42,64
25,66
21,66
41,68
33,64
34,66
41,67
37,66
37,65
48,73
32,64
26,69
47,67
38,71
34,66
44,64
33,72
36,67
50,61
45,68
57,62
45,66
26,65
34,63
40,60
44,65
51,60
28,67
23,62
50,66
55,69
33,69
65,70
49,63
52,61
32,64
42,66
68,70
50,73
30,71
47,64
31,63
32,65
42,62
26,66
50,64
33,68
24,71
61,69
42,58
35,70
59,65
46,72
31,71
49,71
50,74
32,66
44,64
37,69
39,65
48,65
33,67
44,65
70,66
60,69
44,63
32,69
48,70
41,69
34,65
45,71
42,67
52,67
56,59
25,67
32,67
54,63
47,73
44,66
52,62
36,68
33,68
28,63
39,67
39,69
30,68
34,64
53,72
30,63
44,64
49,66
29,60
36,72
38,65
30,63
43,64
52,66
56,62
36,69
37,65
29,59
34,67
48,66
57,65
38,66
62,63
57,63
30,65
34,67
50,68
42,68
40,59
50,70
22,70
38,62
36,69
36,65
35,67
35,70
34,75
30,61
35,66
35,64
36,69
34,67
38,66
44,59
45,71
29,67
30,66
43,68
31,63
35,66
40,69
28,63
28,63
28,68
31,69
49,67
33,67
45,76
34,65
32,64
32,68
24,69
36,62
16,60
57,72
39,66
41,70
67,66
36,66
38,65
41,70
42,67
29,66
31,65
43,68
41,64
53,72
20,63
52,69
32,70
30,68
35,60
35,69
48,62
48,61
35,64
45,62
45,66
35,67
45,57
45,67
45,68
36,67
35,68
38,72
41,71
48,66
33,70
18,60
50,60
39,63
34,69
43,66
57,69
39,64
49,65
24,63
36,63
35,65
45,65
28,72
28,65
31,68
56,68
31,65
48,64
38,65
45,64
43,70
61,71
30,61
39,70
44,68
41,66
39,62
25,70
50,65
21,60
32,67
43,67
54,67
32,69
42,65
25,64
37,67
39,71
34,65
41,63
40,61
25,65
28,64
22,66
52,64
49,63
54,70
42,65
32,67
31,64
47,66
39,73
41,66
46,65
27,69
58,65
24,68
49,62
55,68
30,61
39,66
24,65
26,68
32,66
31,67
37,65
59,72
35,70
45,70
41,60
29,64
47,64
55,61
46,66
39,70
24,66
43,73
37,65
38,68
45,60
38,63
58,67
33,68
49,64
27,72
34,68
29,64
35,65
44,72
44,69
42,65
29,61
59,67
45,62
58,74
42,69
43,57
50,70
36,63
44,71
56,65
24,65
44,61
32,75
37,65
37,65
40,67
49,72
38,66
30,71
42,64
43,74
22,68
38,69
40,66
38,71
34,65
40,71
40,63
45,60
33,67
52,66
45,70
39,71
45,63
38,65
32,65
24,70
35,62
66,67
43,64
31,65
38,63
35,62
32,63
40,68
30,68
51,66
20,65
57,70
41,66
71,67
31,66
24,64
38,66
56,74
37,69
35,64
56,69
53,61
24,61
46,63
39,63
57,73
60,67
35,60
55,68
50,68
56,65
34,69
40,71
34,66
40,57
23,60
22,62
30,67
50,71
39,63
34,67
38,67
39,72
36,66
42,68
36,67
44,66
35,63
30,65
40,69
31,72
49,69
51,61
53,65
24,60
45,71
36,69
46,65
43,68
53,71
62,68
47,66
28,66
70,69
19,61
35,61
54,76
57,60
42,62
38,66
40,69
53,66
37,64
41,64
30,65
51,66
44,63
39,67
35,70
35,63
44,66
29,66
37,59
46,64
58,66
31,61
59,63
41,73
36,60
53,70
47,73
41,71
47,70
21,66
58,68
59,70
37,66
41,70
37,68
35,71
42,58
46,62
33,60
35,67
53,64
39,69
31,65
41,64
57,55
37,65
33,68
53,64
63,70
30,64
49,63
50,67
55,73
44,70
28,66
16,65
49,57
38,60
25,67
27,65
52,71
40,75
24,67
58,74
40,65
46,60
44,65
41,69
39,69
28,66
51,69
34,62
36,68
62,68
66,70
61,63
28,65
27,65
55,61
37,67
38,63
60,71
36,64
39,70
33,64
43,63
40,69
41,65
35,64
35,63
26,66
56,61
44,65
29,65
35,67
49,71
61,67
46,64
36,71
36,73
49,66
66,69
44,60
34,72
30,65
52,73
43,67
41,73
62,69
67,65
40,61
21,67
48,66
21,68
48,77
33,68
36,66
30,67
27,73
33,73
35,61
53,73
48,64
47,64
26,66
27,63
42,66
33,63
40,62
42,63
40,68
43,63
32,58
61,71
33,68
34,63
27,65
33,69
48,72
41,65
32,64
25,68
49,58
36,72
36,66
28,66
45,63
45,66
26,67
41,66
48,64
45,64
41,67
49,62
48,73
32,71
50,62
33,69
45,69
36,59
23,63
28,67
40,63
60,71
47,65
65,67
39,63
35,61
25,68
27,65
27,69
60,61
47,61
39,73
36,65
46,65
31,68
48,67
35,66
57,65
24,63
54,67
57,63
30,72
34,66
25,71
56,70
43,69
49,67
27,72
62,67
33,66
46,66
38,71
42,73
33,66
24,63
54,69
43,64
42,70
29,68
35,63
27,68
23,61
45,61
35,64
41,65
29,71
53,67
44,67
58,60
28,67
53,67
31,61
37,66
27,66
51,62
33,58
23,73
36,61
44,57
50,68
14,69
30,70
23,65
29,60
51,68
35,68
43,62
36,66
40,62
50,63
38,69
53,65
24,69
27,69
43,61
51,58
39,65
36,62
50,66
28,62
50,75
55,71
42,66
31,61
41,63
57,64
30,70
31,69
42,66
53,64
60,66
42,63
34,63
36,62
24,61
63,75
28,68
33,58
37,70
28,66
31,66
60,76
46,65
27,68
28,67
44,60
40,66
32,68
35,64
22,67
54,71
42,65
55,67
31,61
57,69
32,64
35,61
60,66
27,75
35,61
37,66
29,68
62,61
62,69
30,67
48,71
55,71
34,64
48,63
40,66
38,66
50,64
29,65
33,62
44,71
53,69
36,57
57,60
28,59
35,63
48,67
58,68
53,65
50,64
58,66
29,60
37,70
45,63
43,65
27,65
41,68
28,69
64,70
18,69
58,63
50,67
40,67
51,68
30,62
41,67
22,71
36,65
33,66
29,67
40,66
59,71
26,63
35,67
37,59
47,71
35,66
35,71
29,71
30,66
58,65
45,62
36,62
37,59
61,74
31,58
40,71
35,63
34,66
39,61
37,69
33,70
43,64
45,62
27,65
60,66
44,68
45,67
61,70
33,64
28,69
51,75
42,64
46,65
31,68
55,61
25,64
39,67
37,64
35,65
54,63
49,71
32,63
40,64
48,64
35,59
39,65
26,71
35,66
39,66
39,67
29,62
38,65
38,74
42,65
34,65
35,63
29,61
51,61
53,65
45,63
38,70
42,66
30,61
41,62
49,71
35,62
40,74
25,65
44,57
30,65
28,72
51,68
67,70
35,66
38,64
58,63
22,64
54,71
46,66
31,67
33,65
45,72
61,68
56,59
46,62
44,66
35,68
27,71
32,67
35,76
70,71
32,70
23,65
36,69
46,62
33,67
38,58
44,70
45,68
35,68
45,63
61,69
34,69
25,69
31,65
30,65
41,70
38,63
46,60
61,71
41,63
44,73
31,60
25,61
35,66
49,64
30,61
41,69
43,69
33,60
32,66
41,67
44,75
45,64
41,61
33,62
35,73
32,65
43,66
40,73
59,68
29,64
64,64
48,64
35,67
28,68
47,67
35,63
41,66
60,61
62,67
37,66
32,68
28,64
45,65
44,64
36,61
35,65
18,64
55,67
25,72
30,62
60,61
36,65
40,60
67,75
43,69
23,63
33,66
39,62
37,69
32,67
31,65
37,69
36,75
36,68
28,72
39,66
33,66
48,66
52,64
42,70
38,66
31,68
65,72
36,69
54,70
55,69
28,65
53,73
47,64
39,67
43,63
64,72
35,63
53,71
50,61
29,71
52,65
33,59
41,63
47,74
37,65
57,65
43,61
45,63
52,64
59,64
33,69
34,64
31,63
58,69
40,68
32,56
56,61
57,68
53,68
32,61
19,64
45,68
45,65
24,64
48,59
23,63
37,62
29,62
45,63
38,61
30,69
41,72
29,65
41,60
46,63
47,66
28,71
43,66
46,66
35,66
55,76
43,59
38,61
34,65
49,64
44,65
27,63
41,64
39,64
39,65
45,68
35,63
47,69
26,63
37,70
52,66
51,66
34,71
49,74
51,62
39,58
30,63
38,68
24,69
46,71
30,65
58,60
27,65
33,65
35,63
48,70
41,68
30,75
24,65
56,62
43,64
36,59
24,61
43,65
37,64
31,73
57,58
35,63
36,66
26,69
26,67
38,58
50,59
36,69
45,65
33,63
64,67
57,68
62,65
38,70
19,66
51,63
56,71
41,61
43,67
65,71
46,69
53,71
56,70
42,65
40,72
43,73
31,67
21,71
34,63
48,68
48,65
30,66
46,68
29,64
46,64
29,63
30,64
24,69
34,60
28,62
31,66
38,61
45,68
33,74
46,66
31,63
47,75
56,68
36,66
36,65
45,63
28,65
22,64
46,67
61,72
35,67
31,66
49,66
31,72
45,62
35,72
28,71
36,67
41,64
39,67
44,63
23,71
31,69
47,66
51,71
26,63
30,69
47,64
19,67
33,71
45,65
50,67
41,66
47,64
54,63
50,63
49,73
24,64
25,64
60,69
30,67
23,64
38,68
26,56
44,65
35,62
46,64
42,69
46,64
59,66
46,67
34,66
35,66
45,65
60,63
40,67
62,57
49,65
39,61
60,64
31,63
46,68
24,66
38,65
32,68
57,61
34,68
35,71
26,62
44,70
43,66
29,61
50,64
57,65
61,69
51,70
42,70
28,65
59,68
26,69
52,66
38,67
45,68
51,60
43,71
29,68
57,67
49,71
30,64
35,72
64,72
18,72
53,66
35,64
34,70
33,69
36,70
37,62
37,68
33,67
27,67
61,70
57,71
40,56
63,67
43,64
49,68
41,63
35,67
33,63
43,73
52,64
34,71
40,63
29,64
59,69
35,64
43,70
54,65
35,67
53,63
42,69
26,68
59,65
35,70
26,67
34,67
48,69
38,67
38,63
28,61
30,63
41,60
34,71
46,59
34,67
35,64
36,76
49,70
21,64
36,66
60,67
36,69
50,67
70,63
23,64
49,61
54,66
33,71
55,61
35,63
38,67
32,58
41,65
61,66
32,69
42,69
39,68
34,64
53,61
31,67
47,55
30,72
45,69
36,70
32,70
45,68
32,65
58,67
43,75
54,71
39,67
45,57
53,69
34,71
53,62
45,66
37,72
39,65
37,66
49,71
30,67
61,56
52,63
38,67
27,70
47,64
42,66
48,67
44,59
40,72
49,65
31,67
38,64
31,61
63,70
36,69
23,63
47,64
27,70
33,72
26,69
11,69
71,69
45,64
53,74
31,61
40,66
25,69
61,69
34,64
34,67
58,68
56,72
65,73
45,68
55,70
38,61
44,63
58,68
52,65
32,68
44,65
48,71
29,64
36,67
24,64
61,67
32,67
30,67
59,70
41,62
15,63
22,62
39,69
29,65
46,66
46,67
43,68
27,66
33,63
44,69
42,61
22,61
45,65
37,72
43,61
28,70
44,62
46,67
50,66
38,62
31,70
37,69
60,82
30,69
40,64
38,65
42,64
51,64
45,66
30,65
32,67
27,65
36,69
49,69
39,67
59,65
38,61
35,63
37,67
38,65
55,68
46,64
50,66
39,63
40,66
42,60
48,65
66,70
53,66
63,63
23,68
33,68
32,66
36,61
51,64
46,62
36,56
41,71
27,60
41,66
52,68
42,65
37,66
29,70
54,68
40,68
34,70
50,65
68,68
36,64
38,64
25,61
37,70
41,78
45,60
69,65
32,63
49,69
39,70
56,74
43,68
40,64
51,68
34,68
50,67
35,64
21,60
38,66
61,67
36,63
55,67
41,66
30,61
46,62
37,69
37,70
35,60
30,67
35,68
41,70
29,70
50,70
51,62
34,67
31,63
35,67
33,61
33,72
40,67
17,69
17,71
29,67
46,67
40,69
35,65
24,71
21,72
41,65
30,60
32,68
30,69
37,62
39,61
30,60
37,70
30,65
28,62
22,66
39,74
60,68
34,62
57,71
47,69
32,67
29,63
34,66
37,69
30,64
34,66
64,63
43,63
48,56
58,62
24,71
43,63
48,66
50,62
43,65
56,73
33,65
26,73
35,71
35,71
27,63
41,64
33,64
59,67
45,72
37,67
34,65
33,74
35,64
27,74
41,69
42,67
37,65
35,75
34,58
33,66
33,66
42,68
28,69
31,69
46,71
25,66
43,70
36,64
28,76
35,64
32,70
26,66
48,72
63,69
52,64
46,68
57,62
37,61
51,70
33,63
30,67
44,70
54,65
58,70
43,63
47,66
42,62
33,69
32,64
50,62
68,70
23,72
38,67
61,70
33,67
48,57
26,65
47,70
50,63
46,67
39,66
25,65
26,65
42,68
52,64
36,67
61,60
45,65
47,64
33,65
49,58
37,65
51,67
43,65
52,64
55,74
46,70
31,63
15,75
28,60
40,73
54,64
42,63
45,76
66,64
33,63
47,64
37,55
24,62
23,60
62,65
61,71
50,66
36,59
39,61
68,67
37,66
54,60
46,66
33,63
35,68
31,60
29,59
40,71
24,62
23,65
33,63
65,65
34,62
59,72
44,60
39,64
44,66
46,71
51,74
44,71
42,64
15,63
42,65
40,63
32,72
46,69
33,67
43,73
53,64
33,60
31,74
36,65
44,68
46,71
34,68
21,64
53,62
35,65
37,61
39,67
35,66
23,64
43,58
41,65
37,70
18,67
38,68
40,69
25,65
59,71
38,57
44,66
38,63
41,66
60,68
38,69
34,67
54,67
29,70
29,70
39,60
64,70
52,66
55,68
67,69
46,62
63,58
31,68
30,57
54,62
40,70
37,68
46,64
35,66
49,68
41,69
39,64
35,67
30,63
36,60
23,71
43,67
50,60
52,70
44,60
29,65
23,64
32,66
40,59
59,66
61,70
55,68
37,65
28,68
48,60
29,64
33,70
22,67
60,62
25,67
33,62
33,62
32,74
48,61
39,70
51,62
27,65
46,62
38,66
46,70
59,73
31,63
48,69
37,71
36,65
34,69
36,67
43,66
32,65
44,62
52,68
30,55
50,72
35,59
63,66
56,70
32,66
36,73
55,70
32,73
38,63
46,69
28,64
33,58
33,67
47,67
23,63
44,69
42,65
43,67
22,66
40,69
34,65
31,66
33,68
39,65
35,67
32,66
37,63
43,61
28,68
27,74
56,71
30,67
40,68
21,64
33,60
37,68
47,63
34,62
67,71
29,64
51,61
30,72
39,64
56,71
33,69
40,66
31,65
64,63
69,67
29,62
40,63
24,73
46,70
43,72
34,66
49,73
59,61
53,60
42,64
36,69
36,65
46,66
69,67
33,61
40,64
47,73
66,70
56,62
26,60
38,69
30,64
42,68
55,67
23,62
53,68
49,64
56,71
26,65
45,60
27,65
54,65
33,75
36,66
37,67
36,66
50,67
40,64
41,60
59,64
33,67
47,68
47,64
27,62
51,68
56,71
31,68
63,65
46,69
31,65
42,71
28,67
31,65
34,64
35,61
51,73
43,69
39,70
29,66
36,71
55,72
29,66
25,66
53,62
35,60
42,64
47,63
55,64
52,67
42,63
27,67
46,65
49,59
34,63
35,71
44,69
44,66
47,65
38,64
39,58
37,64
35,58
46,65
38,67
25,63
37,73
32,70
34,66
44,61
35,69
44,64
43,74
56,64
39,69
48,55
68,70
41,62
60,75
57,66
41,71
48,70
64,68
30,67
28,67
45,57
54,66
58,69
32,69
37,70
38,58
28,63
48,64
37,66
29,64
36,63
49,64
43,57
21,70
20,63
43,69
46,63
60,64
40,62
27,64
37,59
39,66
35,61
49,68
50,59
27,65
47,61
34,71
42,67
34,71
26,63
19,65
40,68
38,68
21,66
42,65
51,73
33,66
37,67
32,69
44,70
47,62
50,65
52,65
42,65
37,67
41,71
37,64
52,63
47,63
29,67
35,65
41,58
40,66
35,71
46,72
40,57
52,64
42,61
31,68
32,66
27,65
44,63
57,73
52,66
40,66
60,73
65,70
59,64
56,64
46,71
37,63
58,70
55,64
55,72
28,58
35,63
30,62
51,65
49,55
28,69
50,56
44,66
36,69
36,65
30,58
38,69
44,60
31,63
34,69
62,68
51,64
48,70
28,64
59,70
39,63
35,70
37,65
40,63
48,61
29,64
60,69
19,70
50,67
19,65
30,63
40,72
44,63
33,60
25,64
27,67
31,63
31,61
38,68
59,67
31,70
33,69
42,66
40,73
55,69
31,64
28,68
49,68
23,68
40,60
52,65
37,69
33,60
53,64
37,65
24,65
37,71
39,68
44,68
67,69
57,63
35,68
41,61
29,75
42,68
30,64
35,73
62,61
41,61
28,67
20,67
26,60
31,78
47,67
55,66
45,67
35,68
30,60
31,65
30,66
59,64
40,62
24,66
59,71
31,65
51,71
21,63
